marker_accession	marker_type_name	chr_id	chr_pos	p_value	pubmed_id	author	journal	pubmed_link	study	allele	trait	gene	or_per_copy	platform	ci_95	chr_location	initial_size	replicate_size	merged	cur_snp_id	snp_gene_symbols	snp_gene_ids	snp_gene_validated
13188771	SNP	5	100948544	2e-06	18846501	Sonuga-Barke EJ	Am J Med Genet B Neuropsychiatr Genet	http://www.ncbi.nlm.nih.gov/pubmed/18846501?ordinalpos=12&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Does parental expressed emotion moderate genetic effects in ADHD? An exploration using a genome wide association scan.	A	Conduct disorder (interaction)	Intergenic	4.24	Perlegen [429,901)		5q21.1	909 trios		0	13188771			
1502844	SNP	5	101859316	1e-06	19571808	Stefansson H	Nature	http://www.ncbi.nlm.nih.gov/pubmed/19571808	Common variants conferring risk of schizophrenia.	C	Schizophrenia	SLCO6A1	1.09	Illumina [314,868]		5q21.1	2,663 European ancestry cases, 13,498 European ancestry controls	10,282 European ancestry cases, 21,093 European ancestry controls	0	1502844			
7705924	SNP	5	101946797	2e-08	22412388	Kenny EE	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22412388	A genome-wide scan of Ashkenazi Jewish Crohn&#39;s disease suggests novel susceptibility loci.	G	Crohn&#39;s disease	SLCO6A1	1.48	Affyemtrix &amp; Illumina [1,060,934] (imputed)	[1.17-1.87]		737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls	971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls	0	7705924			
26232	SNP	5	102596719	4e-08	20453842	Stahl EA	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	C	Rheumatoid arthritis	C5orf30	1.14	Affymetrix &amp; Illumina [~2,716,259] (imputed)		5q21.1	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	0	26232	C5orf30	90355	1
7447447	SNP	5	104867935	7e-06	21490707	Cornelis MC	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21490707	Genome-wide meta-analysis identifies regions on 7p21 (AHR) and 15q24 (CYP1A2) as determinants of habitual caffeine consumption.	T	Caffeine consumption		0.15	Affymetrix &amp; Illumina [~2.5 million] (imputed)	[0.08-0.22] mg/day increase	5q21.3	47,431 European ancestry individuals		0	7447447			
10479334	SNP	5	104954327	2e-09	21368711	Alliey-Rodriguez N	Psychiatr Genet	http://www.ncbi.nlm.nih.gov/pubmed/21368711	Genome-wide association study of personality traits in bipolar patients.	?	Personality dimensions	Intergenic		Affymetrix [702,866]		5q21.3	Up to 1007 European ancestry bipolar cases		0	10479334			
10074258	SNP	5	106982559	2e-07	19668339	Potkin SG	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/19668339?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Hippocampal atrophy as a quantitative trait in a genome-wide association study identifying novel susceptibility genes for Alzheimer&#39;s disease.	?	Hippocampal atrophy	EFNA5		Illumina [516,645]		5q21.3	172 cases, 209 controls		0	10074258	EFNA5	1946	1
10447248	SNP	5	107915735	5e-08	21700879	Qi L	Diabetes	http://www.ncbi.nlm.nih.gov/pubmed/21700879	Novel locus FER is associated with serum HMW adiponectin levels.	A	Adiponectin levels	FER		Affymetrix [2,543,887] (imputed)			1,591 European ancestry indviduals	626 European ancestry individuals	0	10447248			
13177718	SNP	5	108113343	3e-08	20881960	Lango Allen H	Nature	http://www.ncbi.nlm.nih.gov/pubmed/20881960	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	T	Height	FER	0.04	Affymetrix,  Illumina [2,834,208] (imputed)			133,653 European ancestry individuals	50,074 European ancestry individuals	0	13177718	FER	2241	1
4460176	SNP	5	109496959	3e-06	17903294	Yang Q	BMC Med Genet	http://www.ncbi.nlm.nih.gov/pubmed/17903294?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Genome-wide association and linkage analyses of hemostatic factors and hematological phenotypes in the Framingham Heart Study.	?	Hemostatic factors and hematological phenotypes	Intergenic		Affymetrix[70,897]		5q21.3	1,000 individuals(Framingham		0	4460176			
17132261	SNP	5	110008213	9e-07	19584346	Vasan RS	JAMA	http://www.ncbi.nlm.nih.gov/pubmed/19584346?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genetic variants associated with cardiac structure and function: a meta-analysis and replication of genome-wide association data.	T	Cardiac structure and function	SLC25A46	0.06	Affymetrix &amp; Illumina [~2.5 million] (imputed)	[0.04-0.08] cm increase	5q22.1	12,612 European ancestry individuals	4,094 European ancestry individuals	0	17132261	TMEM232	642987	1
17513503	SNP	5	110146445	7e-07	22036096	Ramasamy A	J Allergy Clin Immunol	http://www.ncbi.nlm.nih.gov/pubmed/22036096	A genome-wide meta-analysis of genetic variants associated with allergic rhinitis and grass sensitization and their interaction with birth order.	G	Allergic rhinitis	TMEM232, SLCA25A46	1.28	Affymetrix &amp; Illumina  [2,217,510] (imputed)	[1.16-1.41]		3,933 European ancestry cases, 8,965 European ancestry controls		0	17513503			
17513503	SNP	5	110146445	1e-08	22036096	Ramasamy A	J Allergy Clin Immunol	http://www.ncbi.nlm.nih.gov/pubmed/22036096	A genome-wide meta-analysis of genetic variants associated with allergic rhinitis and grass sensitization and their interaction with birth order.	G	IgE grass sensitization	TMEM232, SLCA25A46	1.39	Affymetrix &amp; Illumina [2,217,510] (imputed)	[1.24-1.56]		2,315 Caucasian cases, 10,032 Caucasian controls		0	17513503			
1837253	SNP	5	110401871	1e-16	21804548	Hirota T	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21804548	Genome-wide association study identifies three new susceptibility loci for adult asthma in the Japanese population.	C	Asthma	TSLP	1.17	Illumina [458,847]	[1.13-1.22]		1,532 Japanese ancestry cases, 3,304 Japanese ancestry controls	5,639 Japanese ancestry cases, 24,608 Japanese ancestry controls	0	1837253			
1837253	SNP	5	110401871	1e-14	21804549	Torgerson DG	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21804549	Meta-analysis of genome-wide association studies of asthma in ethnically diverse North American populations.	?	Asthma	TSLP		Affymetrix &amp; Illumina [&gt;2 million] (imputed)			2,088 European American cases, 1,612 African American and African Caribbean cases, 1,688 Hispanic ancestry cases	2,727 European American cases, 2,147 African American and African Caribbean cases, 2,299 Hispanic ancestry cases	0	1837253			
3806932	SNP	5	110405674	3e-09	20208534	Rothenberg ME	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20208534	Common variants at 5q22 associate with pediatric eosinophilic esophagitis.	?	Eosinophilic esophagitis (pediatric)	WDR36	1.85	Illumina [~550,000]		5q22.1	181 European descent adolescent cases, 1,974 European descent adolescent controls	170 European descent cases, 1,130 European descent controls	0	3806932	TSLP	85480	1
1898671	SNP	5	110408001	5e-06	22036096	Ramasamy A	J Allergy Clin Immunol	http://www.ncbi.nlm.nih.gov/pubmed/22036096	A genome-wide meta-analysis of genetic variants associated with allergic rhinitis and grass sensitization and their interaction with birth order.	T	Allergic rhinitis	TSLP	1.15	Affymetrix &amp; Illumina  [2,217,510] (imputed)	[1.08-1.22]		3,933 European ancestry cases, 8,965 European ancestry controls		0	1898671	TSLP	85480	1
2416257	SNP	5	110435489	1e-06	19198610	Gudbjartsson DF	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19198610	Sequence variants affecting eosinophil numbers associate with asthma and myocardial infarction.	G	Eosinophil counts	WDR36, TSLP	6.1	Illumina [312,179]	[3.7-8.6] % standard unit increase	5q22.1	9,392 European ancestry individuals	12,118 European ancestry individuals, 5,212 East Asian ancestry individuals	0	2416257	WDR36	134430	1
10491334	SNP	5	110772403	4e-06	17903302	Levy D	BMC Med Genet	http://www.ncbi.nlm.nih.gov/pubmed/17903302?ordinalpos=7&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Framingham Heart Study 100K Project: genome-wide associations for blood pressure and arterial stiffness.	?	Blood pressure	CAMK4		Affymetrix[70,897]		5q22.1	644-1,327 individuals, depending on measure(Framingham)		0	10491334	CAMK4	814	1
10491334	SNP	5	110772403	2e-06	21612516	Malovini A	Rejuvenation Res	http://www.ncbi.nlm.nih.gov/pubmed/21612516	Association study on long-living individuals from Southern Italy identifies rs10491334 in the CAMKIV gene that regulates survival proteins.	C	Longevity	CAMKIV	1.82	Illumina [298,715]	[1.43-2.33]		410 long-living individuals, 553 young individuals	116 long-living individuals, 160 young individuals	0	10491334	CAMK4	814	1
379440	SNP	5	111693370	1e-06	21810271	Antoni G	BMC Med Genet	http://www.ncbi.nlm.nih.gov/pubmed/21810271	Combined analysis of three genome-wide association studies on vWF and FVIII plasma levels.	G	vWF and FVIII levels	EPB41L4A	0.34	Illumina [442,728]	[0.20-0.48] IU/dL increase		1,624 European ancestry individuals		0	379440	EPB41L4A	64097	1
469727	SNP	5	112242967	8e-06	18839057	Lesch KP	J Neural Transm	http://www.ncbi.nlm.nih.gov/pubmed/18839057?ordinalpos=16&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Molecular genetics of adult ADHD: converging evidence from genome-wide association and extended pedigree linkage studies.	?	Attention deficit hyperactivity disorder	REEP5		Affymetrix [504,219](pooled)		5q22.2	343 cases, 304 controls		0	469727	REEP5	7905	1
1318772	SNP	5	112723566	1e-06	21326311	Bhatnagar P	J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21326311	Genome-wide association study identifies genetic variants influencing F-cell levels in sickle-cell patients.	G	F-cell distribution	TSSK1	0.91	Illumina [660,740]	[0.54-1.28] unit decrease	5q22.2	440 African ancestry individuals		0	1318772	MCC	4163	1
17135859	SNP	5	112996653	8e-06	21326311	Bhatnagar P	J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21326311	Genome-wide association study identifies genetic variants influencing F-cell levels in sickle-cell patients.	C	F-cell distribution	YTHDC2	0.97	Illumina [660,740]	[0.54-1.40] unit increase	5q22.2	440 African ancestry individuals		0	17135859			
4621553	SNP	5	113030163	4e-08	21658281	Aouizerat BE	BMC Cardiovasc Disord	http://www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	?	Sudden cardiac arrest	Intergenic	1.4	Affymetrix [319,222]	[1.24-1.58]		89 European ancestry cases, 520 European ancestry controls		0	4621553			
1396485	SNP	5	115512351	7e-07	22228203	Aslibekyan S	Pharmacogenet Genomics	http://www.ncbi.nlm.nih.gov/pubmed/22228203	A genome-wide association study of inflammatory biomarker changes in response to fenofibrate treatment in the Genetics of Lipid Lowering Drug and Diet Network.	?	Inflammatory biomarkers	COMMD10		Affymetrix [2,543,887](imputed)			1,092 European ancestry individuals		0	1396485	COMMD10	51397	1
253959	SNP	5	115568756	8e-06	22688191	Bergen SE	Mol Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/22688191	Genome-wide association study in a Swedish population yields support for greater CNV and MHC involvement in schizophrenia compared with bipolar disorder.	T	Bipolar disorder and schizophrenia	COMMD10	1.21	Affymetrix [745,006]			2,111 European ancestry schizophrenia cases, 836 European ancestry bipolar disorder cases, 2,535 European ancestry controls		0	253959	COMMD10	51397	1
7702057	SNP	5	115727837	8e-06	19451621	Landers JE	Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/19451621?ordinalpos=2&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Reduced expression of the Kinesin-Associated Protein 3 (KIFAP3) gene increases survival in sporadic amyotrophic lateral sclerosis.	A	Amyotrophic lateral sclerosis	SEMA6A	2.05	Illumina [288,357]		5q23.1	1,821 cases, 2,258 controls	538 cases, 556 controls	0	7702057			
6898653	SNP	5	115975655	1e-06	22036096	Ramasamy A	J Allergy Clin Immunol	http://www.ncbi.nlm.nih.gov/pubmed/22036096	A genome-wide meta-analysis of genetic variants associated with allergic rhinitis and grass sensitization and their interaction with birth order.	G	Allergic rhinitis	SEMA6A	1.23	Affymetrix &amp; Illumina  [2,217,510] (imputed)	[1.13-1.34]		3,933 European ancestry cases, 8,965 European ancestry controls		0	6898653			
13166814	SNP	5	117337752	5e-07	22589738	Fox CS	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22589738	Genome-wide association for abdominal subcutaneous and visceral adipose reveals a novel locus for visceral fat in women.	A	Subcutaneous adipose tissue	DTWD2		Affymetrix &amp; Illumina [2.5 million] (imputed)			5,560 European ancestry women and 4,997 European ancestry men		0	13166814			
1584468	SNP	5	119937690	9e-08	22610502	Kennedy RB	Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/22610502	Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.	A	Immune reponse to smallpox (secreted IL-12p40)	PRR16		Illumina [NR]			Up to 512 European ancestry individuals, up to 199 African American individuals		0	1584468	PRR16	51334	1
17470137	SNP	5	122531346	1e-11	19584346	Vasan RS	JAMA	http://www.ncbi.nlm.nih.gov/pubmed/19584346?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genetic variants associated with cardiac structure and function: a meta-analysis and replication of genome-wide association data.	A	Aortic root size	CCDC100, PPIC	0.03	Affymetrix &amp; Illumina [~2.5 million] (imputed)	[0.02-0.04] cm increase	5q23.2	12,612 European ancestry individuals	4,094 European ancestry individuals	0	17470137			
1582931	SNP	5	122657198	2e-10	20881960	Lango Allen H	Nature	http://www.ncbi.nlm.nih.gov/pubmed/20881960	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	A	Height	CEP120	0.02	Affymetrix,  Illumina [2,834,208] (imputed)			133,653 European ancestry individuals	50,074 European ancestry individuals	0	1582931			
2115172	SNP	5	122685127	2e-06	19079260	Thorleifsson G	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19079260?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genome-wide association yields new sequence variants at seven loci that associate with measures of obesity.	A	Weight		2.71	Illumina [305,846]	[1.59-3.83] % SD	5q23.2	80,969 individuals	11,036 individuals	0	2115172	CEP120	153241	1
7705033	SNP	5	122774784	2e-06	22589738	Fox CS	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22589738	Genome-wide association for abdominal subcutaneous and visceral adipose reveals a novel locus for visceral fat in women.	G	Visceral adipose tissue/subcutaneous adipose tissue ratio	CCDC100		Affymetrix &amp; Illumina [2.5 million] (imputed)			5,560 European ancestry women and 4,997 European ancestry men		0	7705033			
11241713	SNP	5	123119564	3e-06	19451621	Landers JE	Proc Natl Acad Sci U S A	http://www.ncbi.nlm.nih.gov/pubmed/19451621?ordinalpos=2&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Reduced expression of the Kinesin-Associated Protein 3 (KIFAP3) gene increases survival in sporadic amyotrophic lateral sclerosis.	T	Amyotrophic lateral sclerosis	CSNK1G3	0.79	Illumina [288,357]	[0.46-1.12] years older	5q23.2	1,821 cases, 2,258 controls	538 cases, 556 controls	0	11241713			
257016	SNP	5	123157421	4e-06	22005930	Hollingworth P	Mol Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/22005930	Genome-wide association study of Alzheimer&#39;s disease with psychotic symptoms.	?	Alzheimer&#39;s disease	AC008541.1	1.43	Illumina [&gt;1.8 million] (imputed)			1,299 European ancestry, African American ancestry and Native American ancestry cases with psychosis, 735 European ancestry, African American ancestry and Native American ancestry cases without psychosis, 5,659 European ancestry, African American ancestry and Native American ancestry controls		0	257016			
17501712	SNP	5	123571159	7e-07	22589738	Fox CS	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22589738	Genome-wide association for abdominal subcutaneous and visceral adipose reveals a novel locus for visceral fat in women.	T	Subcutaneous adipose tissue	ZNF608		Affymetrix &amp; Illumina [2.5 million] (imputed)			5,560 European ancestry women and 4,997 European ancestry men		0	17501712			
4836133	SNP	5	124332102	2e-09	20935630	Speliotes EK	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20935630	Association analyses of 249,796 individuals reveal 18 new loci associated with body mass index.	A	Body mass index	ZNF608	0.07	Affymetrix, Illumina and Perlegen [~2.8 million] (imputed)	[0.03-0.11] kg/m2 increase	5q23.2	Up to 123,865 European ancestry individuals	Up to 125,931 European ancestry individuals	0	4836133			
6862844	SNP	5	124365966	4e-06	20932654	Kerns SL	Int J Radiat Oncol Biol Phys	http://www.ncbi.nlm.nih.gov/pubmed/20932654	Genome-wide association study to identify single nucleotide polymorphisms (SNPs) associated with the development of erectile dysfunction in African-American men after radiotherapy for prostate cancer.	?	Erectile dysfunction and prostate cancer treatment	ZNF608	6.72	Affymetrix [512,497]		5q23.2	27 African American cases, 52 African American controls		0	6862844			
2637496	SNP	5	124743266	9e-06	20041166	Fellay J	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/20041166?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&amp;ordinalpos=1	Common genetic variation and the control of HIV-1 in humans.	?	HIV-1 control	Intergenic		Illumina [NR]		5q23.2	2,362 Caucasian cases		0	2637496			
1119582	SNP	5	125243019	1e-06	17903293	Benjamin EJ	BMC Med Genet	http://www.ncbi.nlm.nih.gov/pubmed/17903293?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Genome-wide association with select biomarker traits in the Framingham Heart Study.	?	Select biomarker traits	Intergenic		Affymetrix[70,897]		5q23.2	1,012 individuals(Framingham)		1	465384			
1073203	SNP	5	125319455	9e-06	21441570	Grassi MA	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21441570	Genome-wide meta-analysis for severe diabetic retinopathy.	G	Diabetic retinopathy	LOC100130551, GRAMD3	1.54	Affymetrix &amp; Illumina [2,543,887] (imputed)		5q23.2	973 European ancestry cases, 1,856 European ancestry controls		0	1073203			
